"REF_DATE,""GEO";""",""DGU";"ID""";",""Month of death"",""Characteristics"",""UOM"",""UO";"M_ID"",""SCALAR_FACTOR"",""SCALAR_ID"",""VECTOR"",""COORDINATE"",""VALUE"",""STATUS"",""SYMBOL"",""TERMINATED"",""DECIMALS"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.4"","""","""","""",""1"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""15636"","""","""","""",""0"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""15837"","""","""","""",""0"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""16125"","""","""","""",""0"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""16569"","""","""","""",""0"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""16788"","""","""","""",""0"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""16753"","""","""","""",""0"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""16782"","""","""","""",""0"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""16866"","""","""","""",""0"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""16950"","""","""","""",""0"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""17362"","""","""","""",""0"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""17541"","""","""","""",""0"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""18448"","""","""","""",""0"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""17922"","""","""","""",""0"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""17921"","""","""","""",""0"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""18119"","""","""","""",""0"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""18043"","""","""","""",""0"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""18717"","""","""","""",""0"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""18705"","""","""","""",""0"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""18735"","""","""","""",""0"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""19554"","""","""","""",""0"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""19295"","""","""","""",""0"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""19482"","""","""","""",""0"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""20087"","""","""","""",""0"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""20027"","""","""","""",""0"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""20451"","""","""","""",""0"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""20850"","""","""","""",""0"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""21612"","""","""","""",""0"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""22150"","""","""","""",""0"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""22587"","""","""","""",""0"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216344"",""1.8.1"",""23325"","""","""","""",""0"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.0"","""","""","""",""1"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.1"","""","""","""",""1"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.0"","""","""","""",""1"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.0"","""","""","""",""1"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.8"","""","""","""",""1"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.7"","""","""","""",""1"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.7"","""","""","""",""1"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.0"","""","""","""",""1"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.0"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.3"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.0"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.8"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.1"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""8.0"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.7"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.7"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.8"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.8"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.8"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.9"","""","""","""",""1"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"July"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216345"",""1.8.2"",""7.6"","""","""","""",""1"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""15504"","""","""","""",""0"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""15737"","""","""","""",""0"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""16234"","""","""","""",""0"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""15919"","""","""","""",""0"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""16403"","""","""","""",""0"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""16739"","""","""","""",""0"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""16593"","""","""","""",""0"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""16763"","""","""","""",""0"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""16810"","""","""","""",""0"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""16962"","""","""","""",""0"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""17676"","""","""","""",""0"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""17983"","""","""","""",""0"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""17961"","""","""","""",""0"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""17313"","""","""","""",""0"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""17980"","""","""","""",""0"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""18237"","""","""","""",""0"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""18156"","""","""","""",""0"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""18544"","""","""","""",""0"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""18813"","""","""","""",""0"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""19113"","""","""","""",""0"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""19137"","""","""","""",""0"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""19742"","""","""","""",""0"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""19561"","""","""","""",""0"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""20350"","""","""","""",""0"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""20323"","""","""","""",""0"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""21235"","""","""","""",""0"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""21690"","""","""","""",""0"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""22062"","""","""","""",""0"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""22346"","""","""","""",""0"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216346"",""1.9.1"",""23583"","""","""","""",""0"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.9"","""","""","""",""1"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""8.0"","""","""","""",""1"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.9"","""","""","""",""1"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.7"","""","""","""",""1"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.8"","""","""","""",""1"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.9"","""","""","""",""1"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.7"","""","""","""",""1"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.7"","""","""","""",""1"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.7"","""","""","""",""1"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.8"","""","""","""",""1"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""8.1"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""8.0"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.9"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.6"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.8"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""8.0"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.7"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.8"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.9"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""8.0"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.9"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""8.0"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.8"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.9"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.7"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.9"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.8"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.7"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.8"","""","""","""",""1"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"August"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216347"",""1.9.2"",""7.7"","""","""","""",""1"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""15189"","""","""","""",""0"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""15316"","""","""","""",""0"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""15776"","""","""","""",""0"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""16118"","""","""","""",""0"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""16028"","""","""","""",""0"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""16405"","""","""","""",""0"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""16311"","""","""","""",""0"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""16318"","""","""","""",""0"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""16445"","""","""","""",""0"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""16868"","""","""","""",""0"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""16942"","""","""","""",""0"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""17010"","""","""","""",""0"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""17528"","""","""","""",""0"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""17547"","""","""","""",""0"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""17353"","""","""","""",""0"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""17926"","""","""","""",""0"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""18165"","""","""","""",""0"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""18397"","""","""","""",""0"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""18351"","""","""","""",""0"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""19061"","""","""","""",""0"""
